pdbid,LigandRmsdMean,LigandRmsdSd,ProteinRmsdMean,ProteinRmsdSd,di1_1-4 EEL_mean,di1_1-4 EEL_sd,di1_1-4 VDW_mean,di1_1-4 VDW_sd,di1_DELTA G gas_mean,di1_DELTA G gas_sd,di1_DELTA G solv_mean,di1_DELTA G solv_sd,di1_DELTA TOTAL_mean,di1_DELTA TOTAL_sd,di1_EDISPER_mean,di1_EDISPER_sd,di1_EEL_mean,di1_EEL_sd,di1_ENPOLAR_mean,di1_ENPOLAR_sd,di1_EPB_mean,di1_EPB_sd,di4_1-4 EEL_mean,di4_1-4 EEL_sd,di4_1-4 VDW_mean,di4_1-4 VDW_sd,di4_DELTA G gas_mean,di4_DELTA G gas_sd,di4_DELTA G solv_mean,di4_DELTA G solv_sd,di4_DELTA TOTAL_mean,di4_DELTA TOTAL_sd,di4_EDISPER_mean,di4_EDISPER_sd,di4_EEL_mean,di4_EEL_sd,di4_ENPOLAR_mean,di4_ENPOLAR_sd,di4_EPB_mean,di4_EPB_sd,index,owner,VDW
1met,0.759793451,0.01008444,1.698581672,0.006257929,0,4E-05,0,6E-05,-124.63694,8.014,88.43478,6.82046,-36.2022,5.81996,0,0,-69.9988,7.16114,-6.1068,0.12992,94.54158,6.85212,0,4E-05,0,6E-05,-72.13786,5.20346,16.23236,1.51788,-55.9055,4.65766,0,0,-17.4997,1.79028,-6.1068,0.12992,22.33916,1.54658,4645,SHRUTI,-54.63816
4m3f,0.648256333,0.007796138,1.577699161,0.009100562,0,6E-05,0,4E-05,-78.28988,3.1633,36.43818,2.25,-41.85172,3.06478,0,0,-22.6294,2.87738,-3.90598,0.08474,40.34414,2.26866,0,6E-05,0,4E-05,-61.31782,2.42476,5.3827,0.48684,-55.93512,2.40408,0,0,-5.65734,0.71934,-3.90598,0.08474,9.28868,0.49732,7242,SARVESH,-55.66046
5div,0.588884769,0.006559522,1.338341756,0.005221555,0,2E-05,0,2E-05,-93.58794,7.28692,53.32014,6.23662,-40.26778,3.43214,0,0,-38.39586,7.32924,-4.97422,0.13664,58.29436,6.2702,0,2E-05,0,2E-05,-64.79104,3.33938,8.8529,1.43626,-55.93814,2.97576,0,0,-9.59896,1.83232,-4.97422,0.13664,13.82712,1.46664,8499,PRADEEP,-55.19208
3h3q,0.776726994,0.007212007,1.769367555,0.007541796,0,2E-05,0,4E-05,-95.27758,4.03742,56.9516,3.38272,-38.32596,3.8483,0,0,-39.88968,3.9063,-4.91778,0.0882,61.86938,3.38024,0,2E-05,0,4E-05,-65.3603,2.6211,9.4001,0.77612,-55.9602,2.5664,0,0,-9.97242,0.97658,-4.91778,0.0882,14.31788,0.77068,3770,DIVYAK,-55.38788
5wx7,2.319740963,0.014846247,1.400005115,0.004494436,0,2E-05,0,2E-05,-91.0416,9.48228,62.04198,8.57336,-28.99966,5.4744,0,0,-33.6775,10.12878,-6.09684,0.20824,68.13882,8.63092,0,2E-05,0,2E-05,-65.78346,4.41608,9.82314,1.99524,-55.96032,4.28432,0,0,-8.4194,2.53218,-6.09684,0.20824,15.92,2.04568,1849,PRADEEP,-57.36412
3upv,1.168436821,0.009635184,1.391310109,0.008460375,0,4E-05,0,2E-05,-764.3594,39.29688,694.20176,34.45778,-70.15762,10.12348,0,0,-731.30158,39.72694,-5.58958,0.1934,699.79136,34.52678,0,4E-05,0,2E-05,-215.88324,10.32636,159.91756,8.00138,-55.9657,4.4613,0,0,-182.82542,9.93172,-5.58958,0.1934,165.50712,8.06972,4113,SARVESH,-33.05784
5nqq,1.342850505,0.016736108,3.375876271,0.024898944,0,2E-05,0,6E-05,-132.0007,8.76202,99.85328,8.4523,-32.14744,5.52204,0,0,-76.34548,9.2947,-6.09368,0.22122,105.94694,8.5295,0,2E-05,0,6E-05,-74.74158,4.81662,18.76754,1.91884,-55.97406,4.5958,0,0,-19.08638,2.32368,-6.09368,0.22122,24.86118,1.9891,9101,PRADEEP,-55.65524
5syz,0.533278378,0.007117776,1.716288542,0.006463623,0,2E-05,0,4E-05,-65.48674,3.01286,23.14694,2.43254,-42.33982,3.38876,0,0,-11.13974,2.8128,-4.89074,0.09526,28.03766,2.43204,0,2E-05,0,4E-05,-57.13194,2.12474,1.14116,0.56488,-55.9908,2.15372,0,0,-2.78494,0.70318,-4.89074,0.09526,6.0319,0.55856,2486,SARVESH,-54.34702
1znq,1.215894012,0.020789056,1.99840845,0.012442401,0,4E-05,0,6E-05,-144.4194,11.13176,113.27348,9.8607,-31.14594,5.53494,0,0,-87.3875,12.03006,-5.73552,0.16332,119.00898,9.92486,0,4E-05,0,6E-05,-78.8788,4.56904,22.8713,2.29686,-56.0075,4.2551,0,0,-21.84686,3.00754,-5.73552,0.16332,28.60676,2.36192,2987,ROHIT,-57.03192
2a92,1.397344766,0.009265078,2.241777896,0.012669507,0,4E-05,0,6E-05,-130.17032,8.90486,93.96898,8.5144,-36.20136,5.5044,0,0,-75.38704,10.06016,-5.95084,0.1582,99.91982,8.5609,0,4E-05,0,6E-05,-73.63002,4.03604,17.61852,1.93118,-56.01148,4.0716,0,0,-18.84676,2.51504,-5.95084,0.1582,23.5694,1.97616,5009,PRADEEP,-54.78326
5jg0,0.420698418,0.006865315,1.440603898,0.004585742,0,6E-05,0,6E-05,-113.35862,6.04642,79.7279,5.23582,-33.63074,6.06452,0,0,-56.59972,6.24062,-4.7158,0.09664,84.4437,5.26394,0,6E-05,0,6E-05,-70.90884,3.41052,14.88472,1.1781,-56.02418,3.5142,0,0,-14.14994,1.56016,-4.7158,0.09664,19.60048,1.20384,6318,PRADEEP,-56.7589
6q7a,1.033024111,0.005745725,1.455594578,0.004836086,0,2E-05,0,4E-05,-69.94948,3.68844,30.88466,2.96506,-39.06482,3.32552,0,0,-12.75024,2.8009,-3.62376,0.06962,34.5084,2.97494,0,2E-05,0,4E-05,-60.38676,2.39148,4.3234,0.67494,-56.06334,2.33794,0,0,-3.18754,0.70022,-3.62376,0.06962,7.94716,0.68278,4264,PRADEEP,-57.19922
3ttj,0.506589496,0.007210676,2.114498252,0.011866239,0,6E-05,0,4E-05,-67.8951,4.6577,31.10326,3.2701,-36.79184,4.47638,0,0,-10.6199,4.09222,-4.75776,0.1194,35.86102,3.27194,0,6E-05,0,4E-05,-59.93018,2.84172,3.86472,0.76198,-56.06546,2.81082,0,0,-2.65496,1.02306,-4.75776,0.1194,8.62246,0.75852,1731,SARVESH,-57.2752
5fah,0.914371941,0.009657516,1.424009627,0.004785519,0,2E-05,0,6E-05,-91.57626,5.84616,50.90814,5.10576,-40.6681,4.14868,0,0,-36.56696,5.22038,-5.0341,0.16776,55.94224,5.19724,0,2E-05,0,6E-05,-64.15106,3.61956,8.0829,1.1252,-56.06812,3.35504,0,0,-9.14174,1.30512,-5.0341,0.16776,13.117,1.2113,3176,DIVYAK,-55.0093
3coz,0.910584455,0.009652522,1.61578191,0.007849019,0,8E-05,0,6E-05,-125.25256,7.2768,86.4431,4.23458,-38.8095,5.87068,0,0,-69.83904,7.70568,-4.53976,0.0908,90.98282,4.24896,0,8E-05,0,6E-05,-72.87328,3.1609,16.78546,0.99846,-56.08782,2.93216,0,0,-17.45974,1.9264,-4.53976,0.0908,21.3252,1.0101,4085,SHRUTI,-55.41354
3vw1,1.052814977,0.009758517,1.981613714,0.008785933,0,6E-05,0,8E-05,-155.69694,7.28868,120.2097,7.6665,-35.48726,4.43946,0,0,-100.17978,6.45546,-5.25404,0.11562,125.46374,7.69864,0,6E-05,0,8E-05,-80.5621,3.30818,24.47096,1.70212,-56.09114,2.69798,0,0,-25.04498,1.61386,-5.25404,0.11562,29.72502,1.7333,3005,PRADEEP,-55.51714
5hh0,2.63306061,0.01034635,2.61632208,0.017429616,0,6E-05,0,2E-05,-112.99536,10.02782,83.90208,8.97642,-29.0933,5.94136,0,0,-55.64216,10.19792,-6.00538,0.17852,89.90748,9.01502,0,6E-05,0,2E-05,-71.26376,4.19856,15.16204,2.04776,-56.1017,3.7962,0,0,-13.91056,2.5495,-6.00538,0.17852,21.16744,2.0829,3021,ROHIT,-57.35324
5ew3,0.654243639,0.014864454,2.216360841,0.007908092,0,6E-05,0,6E-05,-74.36758,3.67544,31.66734,2.93862,-42.70024,3.35352,0,0,-18.8593,3.25188,-4.23552,0.08374,35.90282,2.96206,0,6E-05,0,6E-05,-60.2231,2.49248,4.11956,0.64684,-56.10354,2.48402,0,0,-4.71482,0.81298,-4.23552,0.08374,8.35504,0.66776,1719,SARVESH,-55.50826
5nhl,0.442013988,0.005299489,1.60885379,0.007948006,0,4E-05,0,0,-95.08368,6.4616,56.16354,5.3233,-38.92014,3.86914,0,0,-39.22218,6.53856,-4.90102,0.0923,61.06456,5.33482,0,4E-05,0,0,-65.66708,3.1132,9.537,1.23328,-56.13008,2.84514,0,0,-9.80554,1.63464,-4.90102,0.0923,14.438,1.24344,7005,ROHIT,-55.8615
5zz7,2.051662853,0.024189376,4.585652933,0.044274801,0,6E-05,0,4E-05,-144.29802,7.08762,101.60882,6.2333,-42.6892,4.30344,0,0,-90.99138,8.42738,-5.40432,0.19134,107.01316,6.28372,0,6E-05,0,4E-05,-76.05446,3.63698,19.9242,1.42576,-56.13026,3.80466,0,0,-22.74788,2.10686,-5.40432,0.19134,25.32852,1.46682,4042,SHRUTI,-53.30664
5tqh,0.776418739,0.021163309,3.493728418,0.032691365,0,6E-05,0,4E-05,-74.933,2.78162,29.5921,2.25376,-45.34092,3.00668,0,0,-20.65056,2.1359,-4.79156,0.09554,34.38366,2.27348,0,6E-05,0,4E-05,-59.44504,2.35856,3.30408,0.50838,-56.141,2.36954,0,0,-5.16264,0.53398,-4.79156,0.09554,8.09564,0.5218,5807,ROHIT,-54.28242
1lsj,0.840747746,0.007617842,2.480660132,0.022494068,0,0.0001,0,4E-05,-131.17182,9.76644,98.49038,9.15994,-32.6814,5.38736,0,0,-74.29472,8.97656,-5.65384,0.173,104.14424,9.24778,0,0.0001,0,4E-05,-75.45074,4.76378,19.30634,2.08908,-56.1444,3.99316,0,0,-18.57368,2.24412,-5.65384,0.173,24.9602,2.17516,3088,SHRUTI,-56.87708
3cvk,0.747779427,0.011204727,1.469022272,0.007216191,0,8E-05,0,4E-05,-105.20968,7.71204,70.2879,6.93314,-34.9218,5.34826,0,0,-49.24074,8.28444,-5.18102,0.11904,75.4689,6.9479,0,8E-05,0,4E-05,-68.27912,3.11714,12.1287,1.55148,-56.15048,2.99146,0,0,-12.31016,2.0711,-5.18102,0.11904,17.30968,1.56694,9114,PRADEEP,-55.96896
5yzh,1.724726591,0.007458165,2.375044981,0.023473439,0,8E-05,0,8E-05,-145.84506,13.24734,115.31138,13.18838,-30.53368,5.0954,0,0,-88.2322,13.34192,-5.41162,0.22008,120.723,13.29402,0,8E-05,0,8E-05,-79.6709,4.4573,23.51856,2.94752,-56.15234,3.16806,0,0,-22.05804,3.33548,-5.41162,0.22008,28.93016,3.05182,5795,PRADEEP,-57.6129
6rhf,0.458857073,0.007862468,1.281466446,0.006876001,0,2E-05,0,4E-05,-120.21648,6.5695,73.15776,5.71724,-47.05872,4.1545,0,0,-67.42134,8.03406,-4.51824,0.06784,77.676,5.71814,0,2E-05,0,4E-05,-69.65046,2.98494,13.49538,1.34128,-56.15508,3.09154,0,0,-16.85532,2.00852,-4.51824,0.06784,18.01362,1.34158,1381,PRADEEP,-52.79516
4znu,0.679701547,0.01135246,3.074638283,0.01402761,0,2E-05,0,4E-05,-83.00794,4.31208,45.7784,2.31978,-37.22956,3.94292,0,0,-26.46202,3.6641,-4.75298,0.10308,50.53136,2.31902,0,2E-05,0,4E-05,-63.1614,3.29452,6.9982,0.55234,-56.1632,3.2934,0,0,-6.6155,0.91602,-4.75298,0.10308,11.75116,0.54376,4818,SARVESH,-56.54588
4o16,1.517421618,0.015915794,2.104100063,0.011624854,0,2E-05,0,2E-05,-129.27036,19.75172,106.09764,18.83818,-23.17272,5.60638,0,0,-69.89376,20.10948,-5.96496,0.17346,112.06258,18.86178,0,2E-05,0,2E-05,-76.85004,5.95742,20.65778,4.34558,-56.19226,3.9444,0,0,-17.47342,5.02738,-5.96496,0.17346,26.62272,4.36656,8830,PRADEEP,-59.3766
5l11,0.404115298,0.007638311,1.72865732,0.007268146,0,4E-05,0,2E-05,-63.03508,3.09754,20.38646,2.20668,-42.64864,3.11412,0,0,-8.19446,2.75104,-4.91064,0.09518,25.29706,2.21494,0,4E-05,0,2E-05,-56.88922,2.491,0.69366,0.53018,-56.19558,2.49986,0,0,-2.04862,0.68776,-4.91064,0.09518,5.60424,0.53858,4293,SHRUTI,-54.8406
4xt2,0.261634842,0.004947387,1.686723906,0.015088918,0,0,0,4E-05,-73.80834,3.06226,34.75414,2.33744,-39.05422,3.05898,0,0,-16.83978,2.92082,-3.69832,0.05856,38.45244,2.34094,0,0,0,4E-05,-61.1785,2.41404,4.9824,0.53464,-56.19608,2.4187,0,0,-4.20996,0.73022,-3.69832,0.05856,8.68074,0.53554,1318,DIVYAK,-56.96854
3t3c,1.708077136,0.012272821,1.575181847,0.006819616,0,4E-05,0,6E-05,-122.97068,7.7873,91.75506,6.39912,-31.21564,6.73586,0,0,-65.90924,7.87402,-5.7352,0.11634,97.49024,6.43346,0,4E-05,0,6E-05,-73.53874,3.72374,17.33592,1.43726,-56.20282,3.48184,0,0,-16.4773,1.9685,-5.7352,0.11634,23.0711,1.46926,2657,SHRUTI2,-57.06144
3i68,0.219145855,0.00372156,1.742533258,0.004728296,0,2E-05,0,4E-05,-82.64238,2.67152,40.79624,2.24604,-41.84614,2.75826,0,0,-26.80034,3.0063,-3.8278,0.06824,44.62402,2.2598,0,2E-05,0,4E-05,-62.54212,2.1801,6.33476,0.4972,-56.2074,2.2373,0,0,-6.70008,0.75158,-3.8278,0.06824,10.1625,0.50992,8500,PRADEEP,-55.84206
1nvq,0.265091582,0.005188826,1.974378896,0.010869473,0,4E-05,0,2E-05,-86.61702,4.32164,52.51548,4.22592,-34.10154,3.51112,0,0,-28.68202,4.3566,-4.8884,0.09408,57.40388,4.23716,0,4E-05,0,2E-05,-65.10552,2.62426,8.89638,1.01048,-56.20914,2.58522,0,0,-7.17048,1.08916,-4.8884,0.09408,13.78478,1.01836,3091,SHRUTI,-57.93504
4yz9,0.717156573,0.014975122,2.452946378,0.012659146,0,2E-05,0,4E-05,-93.53212,5.24898,56.86032,4.70634,-36.6718,4.51022,0,0,-36.94868,4.5466,-4.9299,0.12178,61.79024,4.7143,0,2E-05,0,4E-05,-65.82062,3.55816,9.60574,1.0808,-56.21488,3.4265,0,0,-9.23716,1.13664,-4.9299,0.12178,14.53564,1.08762,7540,DIVYAK,-56.58344
5ld5,1.117372407,0.007688798,1.559900018,0.007054824,0,0,0,6E-05,-108.90782,8.50454,77.8098,8.20316,-31.09802,4.95592,0,0,-50.0538,8.96658,-5.1675,0.15578,82.97732,8.2621,0,0,0,6E-05,-71.36748,3.53388,15.08526,1.8879,-56.28222,3.39624,0,0,-12.51346,2.24164,-5.1675,0.15578,20.2528,1.9441,5002,PRADEEP,-58.85404
4wuj,0.807866459,0.00569287,2.798272239,0.019477218,0,4E-05,0,4E-05,-105.3094,7.16968,59.67264,6.75898,-45.63674,4.62842,0,0,-51.4789,8.64568,-4.57036,0.07816,64.243,6.7703,0,4E-05,0,4E-05,-66.70024,3.03636,10.371,1.58412,-56.32926,3.17564,0,0,-12.86972,2.1614,-4.57036,0.07816,14.94136,1.59512,2503,DIVYAK,-53.83052
3w0g,0.57478177,0.010873947,1.884592737,0.015533732,0,6E-05,0,2E-05,-95.53936,4.6624,56.43672,3.6248,-39.10266,4.03762,0,0,-40.45828,4.4964,-5.31556,0.07412,61.75224,3.61572,0,6E-05,0,2E-05,-65.19568,2.92528,8.86486,0.84896,-56.33082,2.8143,0,0,-10.11456,1.1241,-5.31556,0.07412,14.1804,0.839,2435,DIVYAK,-55.08108
4m20,1.724593802,0.008573011,1.911199704,0.008898164,0,6E-05,0,2E-05,-133.86564,9.42394,107.0897,9.81222,-26.77592,5.8881,0,0,-75.37024,9.67702,-5.89104,0.1737,112.98078,9.8844,0,6E-05,0,2E-05,-77.33796,3.95548,21.00662,2.24372,-56.3313,3.40336,0,0,-18.84256,2.41928,-5.89104,0.1737,26.89766,2.31344,2000,VASAVI,-58.49538
4nka,0.554528244,0.008409559,2.434778379,0.016207112,0,2E-05,0,4E-05,-91.01678,5.77578,51.46092,5.23198,-39.55586,4.68412,0,0,-35.26008,5.34934,-5.20362,0.11906,56.66452,5.24906,0,2E-05,0,4E-05,-64.57172,3.44912,8.19008,1.19666,-56.38162,3.36324,0,0,-8.81502,1.33734,-5.20362,0.11906,13.3937,1.21168,2995,ROHIT,-55.7567
6udy,0.493395747,0.011458581,1.469072785,0.006599772,0,6E-05,0,0,-71.56906,6.04608,26.5725,4.91488,-44.99654,3.55658,0,0,-16.52024,5.86638,-4.42776,0.10302,31.00028,4.95968,0,6E-05,0,0,-59.17888,3.136,2.78678,1.11488,-56.3921,2.9825,0,0,-4.13006,1.46658,-4.42776,0.10302,7.21454,1.15722,3711,DIVYAK,-55.04882
4bii,0.936267255,0.009248331,2.381734806,0.009933184,0,6E-05,0,0,-97.39826,6.22414,65.3837,6.2478,-32.01454,5.43994,0,0,-39.89268,6.04392,-5.68388,0.13144,71.06758,6.28164,0,6E-05,0,0,-67.47872,3.43634,11.0779,1.40804,-56.40084,3.33558,0,0,-9.97318,1.51098,-5.68388,0.13144,16.76176,1.4408,8497,PRADEEP,-57.50554
4xmo,0.448795866,0.006171655,1.767070062,0.008994679,0,4E-05,0,6E-05,-73.86274,3.75442,34.60518,3.64794,-39.25756,3.43248,0,0,-17.1857,2.9917,-4.68288,0.0925,39.28808,3.6564,0,4E-05,0,6E-05,-60.97348,2.669,4.55996,0.85204,-56.41352,2.6498,0,0,-4.2964,0.74794,-4.68288,0.0925,9.24288,0.85712,6125,PRADEEP,-56.67706
3sig,1.02610003,0.008307164,1.560046444,0.004596661,0,6E-05,0,0,-124.9893,9.80264,97.94906,9.57198,-27.04026,5.71216,0,0,-66.3289,10.22182,-5.17226,0.0965,103.12132,9.59836,0,6E-05,0,0,-75.24262,4.07178,18.80858,2.18208,-56.43406,3.7473,0,0,-16.58222,2.55546,-5.17226,0.0965,23.98082,2.20778,3877,SARVESH,-58.66038
6a2k,1.380030285,0.01596993,3.564644563,0.01150777,0,4E-05,0,6E-05,-87.7064,4.38728,53.54206,4.90956,-34.1643,4.05034,0,0,-29.93446,4.7976,-4.9228,0.13128,58.46486,4.93868,0,4E-05,0,6E-05,-65.25554,2.67214,8.80442,1.11344,-56.45112,2.63402,0,0,-7.48358,1.19938,-4.9228,0.13128,13.72722,1.13854,6381,ROHIT,-57.77194
2f80,1.392202809,0.015318222,1.502948253,0.006453149,0,2E-05,0,6E-05,-117.58894,7.63294,92.20012,6.9347,-25.3888,6.61392,0,0,-58.59368,7.45478,-5.7732,0.14298,97.97334,6.99104,0,2E-05,0,6E-05,-73.6437,4.1086,17.18756,1.50766,-56.45612,3.6971,0,0,-14.64844,1.8637,-5.7732,0.14298,22.96076,1.55932,9099,PRADEEP,-58.99528
5hne,0.354458419,0.00790859,1.528341802,0.006350634,0,0,0,4E-05,-102.90562,6.2184,65.00422,5.3975,-37.9014,4.19504,0,0,-47.36924,6.30808,-5.35006,0.12956,70.35428,5.40846,0,0,0,4E-05,-67.37868,3.75542,10.91558,1.26124,-56.46308,3.59888,0,0,-11.84234,1.57702,-5.35006,0.12956,16.26566,1.2673,3641,ROHIT,-55.5364
1m7q,0.793282003,0.007763963,1.832120349,0.008319018,0,6E-05,0,6E-05,-77.13922,4.06386,32.40052,4.0329,-44.7387,4.0443,0,0,-22.41248,3.58238,-4.92038,0.13814,37.32088,4.0619,0,6E-05,0,6E-05,-60.32984,2.659,3.86346,0.91632,-56.4664,2.65064,0,0,-5.60314,0.89558,-4.92038,0.13814,8.7838,0.94318,4484,PRADEEP,-54.72676
3wzd,0.600442687,0.007052866,2.31950442,0.010175233,0,0,0,6E-05,-94.23856,6.45938,50.6897,5.41584,-43.54886,4.05972,0,0,-39.4768,6.22346,-4.88878,0.10836,55.57846,5.44654,0,0,0,6E-05,-64.63094,3.43072,8.13052,1.22614,-56.50042,3.23392,0,0,-9.8692,1.55588,-4.88878,0.10836,13.0193,1.25444,4171,SHRUTI,-54.76176
3hxz,0.734247837,0.003776907,1.73599243,0.012162459,0,4E-05,0,4E-05,-159.00302,6.48454,116.24086,6.01454,-42.76218,5.5835,0,0,-105.2939,7.61078,-4.20362,0.05622,120.44446,6.01948,0,4E-05,0,4E-05,-80.03256,3.08632,23.53152,1.36156,-56.50108,3.08282,0,0,-26.32346,1.90268,-4.20362,0.05622,27.7351,1.3657,4742,PRADEEP,-53.7091
5ivr,2.158397395,0.021628648,1.404044833,0.006746715,0,0,0,6E-05,-62.89172,3.67822,29.6729,4.08338,-33.21882,4.75806,0,0,0,0,-1.51352,0.19042,31.18644,4.17736,0,0,0,6E-05,-62.89172,3.67822,6.35496,0.889,-56.53678,3.5942,0,0,0,0,-1.51352,0.19042,7.8685,0.97364,2229,SHRUTI,-62.89178
3jvw,0.738122739,0.012998846,1.638169193,0.011373796,0,6E-05,0,2E-05,-124.42138,8.46014,85.40164,6.3553,-39.01978,5.17394,0,0,-69.59176,7.99078,-5.96058,0.157,91.3622,6.43016,0,6E-05,0,2E-05,-72.22752,4.7128,15.67772,1.42616,-56.54984,4.0721,0,0,-17.39794,1.9977,-5.96058,0.157,21.6383,1.49666,2760,VASAVI,-54.82962
4zns,0.469552555,0.009042812,2.314478714,0.013244786,0,0,0,2E-05,-84.98978,4.07962,44.92188,3.01894,-40.0679,3.45522,0,0,-28.89288,4.1692,-4.80406,0.09032,49.72594,3.02484,0,0,0,2E-05,-63.32012,2.72586,6.76702,0.71568,-56.55312,2.78498,0,0,-7.22322,1.04232,-4.80406,0.09032,11.57108,0.71986,3079,DIVYAK,-56.09688
3gc7,0.72164878,0.010596884,1.582370972,0.007672695,0,0,0,0.0001,-78.17686,4.15262,36.15792,5.05516,-42.01892,5.0896,0,0,-22.71768,3.44746,-5.23306,0.13372,41.39102,5.0997,0,0,0,0.0001,-61.13862,2.95182,4.57894,1.15716,-56.55966,2.84644,0,0,-5.67944,0.86184,-5.23306,0.13372,9.81206,1.19804,3101,SHRUTI,-55.4592
4dre,1.76575842,0.008198824,1.793666647,0.005674853,0,4E-05,0,4E-05,-136.15938,10.99118,109.41276,9.19728,-26.74662,7.0739,0,0,-77.98,11.80396,-6.3409,0.17554,115.75362,9.24932,0,4E-05,0,4E-05,-77.67438,4.50714,21.09028,2.06048,-56.5841,4.16536,0,0,-19.495,2.95098,-6.3409,0.17554,27.43116,2.10984,8344,SARVESH,-58.17938
3nz6,1.253784401,0.010527414,1.870664577,0.008334776,0,2E-05,0,2E-05,-91.68604,7.1987,48.66762,6.4885,-43.01848,5.01194,0,0,-36.37578,6.8849,-5.16468,0.10846,53.83228,6.50648,0,2E-05,0,2E-05,-64.4042,4.12214,7.80962,1.44386,-56.59458,3.94342,0,0,-9.09394,1.72122,-5.16468,0.10846,12.97432,1.4594,8798,PRADEEP,-55.31024
6hty,1.26168285,0.010112242,2.534225082,0.010755208,0,4E-05,0,4E-05,-94.64526,4.45824,59.51724,3.64504,-35.12802,3.79746,0,0,-37.17686,4.83158,-4.85208,0.10078,64.36932,3.6463,0,4E-05,0,4E-05,-66.76262,2.7949,10.14972,0.8301,-56.61286,2.70142,0,0,-9.29424,1.20786,-4.85208,0.10078,15.0018,0.82922,8879,PRADEEP,-57.4684
3ia6,0.922076408,0.015512452,2.250592892,0.008884889,0,8E-05,0,2E-05,-155.3745,11.108,111.92712,8.94398,-43.44736,5.10134,0,0,-103.58216,11.4426,-5.36804,0.13064,117.29514,8.97328,0,8E-05,0,2E-05,-77.68786,4.12052,21.06772,1.94178,-56.62014,3.252,0,0,-25.89554,2.86066,-5.36804,0.13064,26.43574,1.97194,1950,DIVYAK,-51.7923
5z2l,1.670949576,0.007803409,1.933019212,0.01458002,0,6E-05,0,6E-05,-149.37362,14.44944,129.26276,12.75154,-20.11088,7.26718,0,0,-87.86294,14.98146,-5.99458,0.1277,135.25728,12.79362,0,6E-05,0,6E-05,-83.4764,4.86554,26.8474,2.87542,-56.62902,3.93682,0,0,-21.96574,3.74536,-5.99458,0.1277,32.84196,2.91762,4548,PRADEEP,-61.51068
1ouk,0.945183668,0.015545434,1.782851567,0.009578649,0,2E-05,0,6E-05,-78.85968,5.44864,41.6126,5.4689,-37.24708,4.68746,0,0,-21.8909,4.9363,-5.34472,0.1461,46.95728,5.50848,0,2E-05,0,6E-05,-62.44146,3.58974,5.81148,1.23616,-56.63,3.43234,0,0,-5.47274,1.23408,-5.34472,0.1461,11.15618,1.27054,8366,SARVESH,-56.96874
1k6x,1.174940384,0.011594589,3.112286094,0.024190621,0,4E-05,0,6E-05,-163.35456,10.13162,131.92938,7.98454,-31.4252,6.33558,0,0,-106.5875,10.45732,-5.5736,0.14138,137.50296,8.01544,0,4E-05,0,6E-05,-83.41394,4.14274,26.77322,1.799,-56.64072,3.64614,0,0,-26.64686,2.61436,-5.5736,0.14138,32.3468,1.82728,6871,PRADEEP,-56.76706
4mdn,0.861038501,0.011193465,1.493501857,0.009570003,0,4E-05,0,4E-05,-73.88536,5.6573,34.64702,4.55834,-39.23832,3.46932,0,0,-17.64394,5.4828,-5.25932,0.1431,39.90634,4.6383,0,4E-05,0,4E-05,-60.65242,3.2681,4.00818,1.0127,-56.64426,3.10622,0,0,-4.411,1.3707,-5.25932,0.1431,9.26746,1.08864,7544,DIVYAK,-56.24144
4yuv,0.734743825,0.008446539,1.7979639,0.010571401,0,4E-05,0,0,-116.02026,4.52706,76.56374,4.1375,-39.45648,5.15678,0,0,-59.73544,5.01874,-4.06268,0.07448,80.62646,4.15064,0,4E-05,0,0,-71.2187,3.25734,14.55728,0.8883,-56.6614,3.28216,0,0,-14.93388,1.2547,-4.06268,0.07448,18.61996,0.8999,7495,DIVYAK,-56.28478
5z6s,0.431017914,0.007091117,1.76132214,0.005234145,0,8E-05,0,4E-05,-89.31792,5.87678,52.64746,5.1072,-36.67046,4.42476,0,0,-32.28084,6.07388,-5.02238,0.09606,57.66984,5.09694,0,8E-05,0,4E-05,-65.1073,2.85448,8.43278,1.1597,-56.67452,2.7605,0,0,-8.07018,1.51846,-5.02238,0.09606,13.45512,1.14706,6091,PRADEEP,-57.03708
1u28,1.61723907,0.012742714,3.325749551,0.039885591,0,4E-05,0,6E-05,-167.90972,10.77746,130.49276,9.28344,-37.417,6.6138,0,0,-113.47852,11.1065,-5.931,0.1557,136.42374,9.32316,0,4E-05,0,6E-05,-82.80082,4.87064,26.11896,2.1288,-56.68186,4.15006,0,0,-28.36962,2.77662,-5.931,0.1557,32.04996,2.16562,9543,PRADEEP,-54.4312
1mv9,1.463542674,0.014923397,2.244407533,0.012450562,0,4E-05,0,6E-05,-79.44254,3.73146,29.74714,2.07052,-49.69544,3.2848,0,0,-26.0164,3.698,-4.74518,0.12342,34.49234,2.0573,0,4E-05,0,6E-05,-59.93028,2.91094,3.23276,0.47708,-56.6975,2.87026,0,0,-6.50408,0.9245,-4.74518,0.12342,7.97796,0.45484,1397,PRADEEP,-53.4262
2idw,1.183270909,0.013299808,1.488763963,0.006214681,0,0,0,8E-05,-117.87178,7.24258,90.69666,6.31226,-27.17506,6.33624,0,0,-59.0084,6.95548,-5.65378,0.12098,96.35044,6.35018,0,0,0,8E-05,-73.61548,3.68112,16.91456,1.43462,-56.7009,3.38534,0,0,-14.75208,1.73886,-5.65378,0.12098,22.56834,1.47208,10247,VASAVI,-58.86336
